,Content,quality,smell,shipping,packing,price,others,processed_content
5089,đóng gói cẩn thận giao hàng nhanh lần đầu tiên mua hàng tại shop mong chất lượng tốt,2.0,,2.0,2.0,,,đóng_gói cẩn_thận giao hàng nhanh lần đầu_tiên mua hàng tại shop mong chất_lượng tốt
813,đóng gói hàng cẩn thận gửi hàng nhanh mình săn sale nên được giá rất hời mà đúng hàng chính hãng nữa ạ mọi người nên mua nhé,,,2.0,2.0,2.0,2.0,đóng_gói hàng cẩn_thận gửi hàng nhanh mình săn sale nên được giá rất hời mà đúng hàng chính hãng nữa ạ mọi người nên mua nhé
7235,chât lượng dản phẩm tuyệt vời shop đóng hàng rất cẩn thận giao hàng rất chi là nhanh sẽ ủng hộ thêm nhiều lần ạ,2.0,,2.0,2.0,,,chât lượng dản phẩm tuyệt_vời shop đóng hàng rất cẩn_thận giao hàng rất_chi_là nhanh sẽ ủng_hộ thêm nhiều lần ạ
6280,"chat luong san pham tuyet voi
dong goi san pham rat dep
san pham chat luong totttttttttttt",2.0,,,2.0,,,chat luong san pham tuyet voi dong goi san pham rat dep san pham chat luong totttttttttttt
13910,đặt 2 chai nhưng chắc do đợt sale bên kho đóng hàng nhiều nên sót 1 chai nhưng nhắn shop shop trả lời và hoàn tiền trong một nốt nhạc cskh khá tốt nên vẫn đánh giá 5 sao để mình sử dụng nếu sp ok sẽ ủng hộ tiếp có nhãn phụ tiếng việt và tem trên sp,,,,0.0,2.0,2.0,đặt 2 chai nhưng chắc do đợt sale bên kho đóng hàng nhiều nên sót 1 chai nhưng nhắn shop shop trả_lời và hoàn tiền trong một nốt_nhạc cskh khá tốt nên vẫn đánh_giá 5 sao để mình sử_dụng nếu sp ok sẽ ủng_hộ tiếp có nhãn phụ tiếng việt và tem trên sp
1079,chất lượng tốt chính hãng mình da hỗn hợp thiên khô cảm thấy dùng ổn da không quá khô sau khi rửa,2.0,,,,,2.0,chất_lượng tốt chính hãng mình da hỗn_hợp thiên khô cảm_thấy dùng ổn da không quá khô sau khi rửa
2226,"Rất hài lòng về săn phẩm, sẽ tiếp tục mua hàng trong tương lai",2.0,,,,,,rất hài_lòng về săn phẩm sẽ tiếp_tục mua hàng trong tương_lai
13463,dùng thời gian cũng có trắng lên á thơm mà tạo bọt nhiều nữâaaa,2.0,,,,,,dùng thời_gian cũng có trắng lên á thơm mà tạo bọt nhiều nữâaaa
13814,đóng gói cẩn thận giao đủ sl nay shop còn kèm theo miếng dán sticker dễ thương lắm m mua của shop mấy lần rồi xài oke lắm nhé săn dk giá rẻ nựa nc tuyệt vời cho shop 5* ship dễ thương nữa,2.0,,2.0,2.0,2.0,2.0,đóng_gói cẩn_thận giao đủ sl nay shop còn kèm theo miếng dán sticker dễ_thương lắm m mua của shop mấy lần rồi xài oke lắm nhé săn dk giá rẻ nựa nc tuyệt_vời cho shop 5 ship dễ_thương nữa
12956,"Sản phẩm dùng rất thích, sạch và không bị khô da
Tiki bao gói cẩn thận
Giao hàng nhanh",2.0,,2.0,2.0,,,sản_phẩm dùng rất thích sạch và không bị khô da tiki bao_gói cẩn_thận giao hàng nhanh
3261,đóng gói sản phẩm rất đẹp và chắc chắn đầy đủ nhé đáng tiền các bạn nên mua ạ giao nhanh lắm,,,2.0,2.0,,2.0,đóng_gói sản_phẩm rất đẹp và chắc_chắn đầy_đủ nhé đáng tiền các bạn nên mua ạ giao nhanh lắm
5649,đóng gói cẩn thận chuẩn bị hàng và giao đồ nhanh chai to bự mua lần đầu dùng thử coi có hợp không ?,,,2.0,2.0,,2.0,đóng_gói cẩn_thận chuẩn_bị hàng và giao đồ nhanh chai to bự mua lần đầu dùng thử coi có hợp không
3862,sản phẩm khi dùng 1 thời gian mình nhận thấy chất lượng không giống như sản Phẩm Ducray mình vẫn dùng trước đây,0.0,,,,,,sản_phẩm khi dùng 1 thời_gian mình nhận thấy chất_lượng không giống như sản_phẩm ducray mình vẫn dùng trước_đây
2936,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan rat hai long,2.0,,,2.0,,,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan rat hai_long
11323,đóng gói hơi sơ sài mk mua sài thử chai có nắp mở khá tiện thiết kế ổn áp da mk nhạy cảm dễ lên mụn sài hơn tuần ùi ko thấy bị kích ứng hay j rửa xonk cũng thấy da ko bị khô hay ngứa,2.0,,,0.0,,,đóng_gói hơi sơ_sài mk mua sài thử chai có nắp mở khá tiện thiết_kế ổn_áp da mk nhạy_cảm dễ lên mụn sài hơn tuần ùi ko thấy bị kích_ứng hay j rửa xonk cũng thấy da ko bị khô hay ngứa
7080,đóng gói chắc chắn chưa sử dụng nên không biết có hợp hay không nhưng vẫn cho shop 5 sao,,,,2.0,,2.0,đóng_gói chắc_chắn chưa sử_dụng nên không biết có hợp hay không nhưng vẫn cho shop 5 sao
3917,chuẩn bị và giao hàng siêu nhanh luôn em này mình dùng thấy khá ok da không bị khô sau khi rửa còn tác dụng trị mụn thì mình vẫn chưa thấy nói chung là mọi người nếu hết sữa rửa mặt có thể tham khảo em này nhen,2.0,,2.0,,,,chuẩn_bị và giao hàng siêu nhanh luôn em này mình dùng thấy khá ok da không bị khô sau khi rửa còn tác_dụng trị mụn thì mình vẫn chưa thấy nói_chung là mọi người nếu hết sữa rửa mặt có_thể tham_khảo em này nhen
12287,dùng siêu thích mua nhiều lần rùi đợt này được tặng thêm quà bé bé xinh xinh giao hàng nhanh dù ở tỉnh lẻ mỗi tội gói hàng không xinh lắm sẽ mua lại sau khi dùng hết hehe,2.0,,2.0,0.0,,2.0,dùng siêu thích mua nhiều lần rùi đợt này được tặng thêm quà bé bé xinh_xinh giao hàng nhanh dù ở tỉnh_lẻ mỗi_tội gói hàng không xinh lắm sẽ mua lại sau khi dùng hết hehe
305,chất lượng sản phẩm đúng như mô tả lần sau sẽ mua tiếp ủng hộ shop,2.0,,,,,,chất_lượng sản_phẩm đúng như mô_tả lần sau sẽ mua tiếp ủng_hộ shop
4056,em này siêu hot rồi dùng thích lắm mà bản mới không ưng bằng bản cũ,2.0,,,,,,em này siêu hot rồi dùng thích lắm mà bản mới không ưng bằng bản cũ
14378,Sữa rửa mặt sạch lắm nhé ạ.Chồng mình thích dùng loại này lắm.Tiki hàng chuẩn giao siêu nhanh luôn ạ,2.0,,2.0,,,,sữa rửa mặt sạch lắm nhé ạ chồng mình thích dùng loại này lắm tiki hàng chuẩn giao siêu nhanh luôn ạ
2999,đóng gói ok cẩn thẩn đã mua nhiều lần sau ủng hộ shop tiếp,,,,2.0,,,đóng_gói ok cẩn thẩn đã mua nhiều lần sau ủng_hộ shop tiếp
9619,đã từng mua nên vẫn đánh giá cao chất lượng sản phẩm,2.0,,,,,,đã từng mua nên vẫn đánh_giá cao chất_lượng sản_phẩm
1231,dù dùng 5 6 chai r nhg mk k biết check thật giả hy vọng mua mall sẽ chuẩn shop đóng gói k cẩn thận lót mỗi 1 mảnh nilon và xíu xíu chống sốc 1 mặt giao hàng nhanh,1.0,,2.0,0.0,,,dù dùng 5 6 chai r nhg mk k biết check thật giả hy_vọng mua mall sẽ chuẩn shop đóng_gói k cẩn_thận lót mỗi 1 mảnh nilon và xíu xíu chống sốc 1 mặt giao hàng nhanh
2313,gel ria mät cosrx trâm trà 0 5% bha dô ph thâp nhiều bọt rửa vài hôm mụn đầu đen giảm hẳn,2.0,,,,,,gel ria mät cosrx trâm trà 0 5 bha dô ph thâp nhiều bọt rửa vài hôm mụn đầu đen giảm hẳn
11862,đã sử dụng và phù hợp sài ok giao hàng nhanh đóng gói cẩn thận zz,2.0,,2.0,2.0,,,đã sử_dụng và phù_hợp sài ok giao hàng nhanh đóng_gói cẩn_thận zz
10351,dùng có 1 lần mà nổi mụn dù thấy review quá chời tới mình sao lạ lùng ghê á sáng dậy tự dưng mấy mụt trồi lên thật đáng sợ,0.0,,,,,,dùng có 1 lần mà nổi mụn dù thấy review quá chời tới mình sao lạ_lùng ghê á sáng dậy tự_dưng mấy mụt trồi lên thật đáng sợ
12886,"Sữa rửa mặt có pH khá cao, thích hợp với những người da dầu và sử dụng tẩy trang dạng dầu. Vì thế sau khi dùng sữa rửa mặt perfect whip các bạn nên dùng thêm toner để cân bằng lại độ pH cho da. Ngoài ra mình thấy 120g dùng được khá lâu, tầm 6 tháng vì có tạo được nhiều bọt.",1.0,,,,,2.0,sữa rửa mặt có ph khá cao thích_hợp với những người da_dầu và sử_dụng tẩy_trang dạng dầu vì_thế sau khi dùng sữa rửa mặt perfect whip các bạn nên dùng thêm toner để cân_bằng lại độ_ph cho da ngoài_ra mình thấy 120g dùng được khá lâu tầm 6 tháng vì có tạo được nhiều bọt
4321,Sữa rửa mặt S'tive xuất xứ Pháp nên mình cũng yên tâm khi chọn lựa. Khi sử dụng thì rất hài lòng. Một tuẩn tẩy tế bào chết trên da mặt khoảng 2 lần thôi. Mỗi khi sử dụng xong mịn ơi là mịn. Thấy rất hài lòng khi mua sản phẩm này.,2.0,,,,,2.0,sữa rửa mặt s tive xuất_xứ pháp nên mình cũng yên_tâm khi chọn_lựa khi sử_dụng thì rất hài_lòng một tuẩn tẩy tế_bào chết trên da mặt khoảng 2 lần thôi mỗi khi sử_dụng xong mịn ơi_là mịn thấy rất hài_lòng khi mua sản_phẩm này
14984,Sản phẩm này Ko có bọt nên dùng cảm giác chưa sạch,0.0,,,,,,sản_phẩm này ko có bọt nên dùng cảm_giác chưa sạch
6470,đóng gói chắc chắn giao hàng khá nhanh sản phẩm chất lượng sử dụng lần đầu mong là sẽ hợp mình cảm ơn shop nhiều ạ,2.0,,2.0,2.0,,,đóng_gói chắc_chắn giao hàng khá nhanh sản_phẩm chất_lượng sử_dụng lần đầu mong là sẽ hợp mình cảm_ơn shop nhiều ạ
15002,"Hàng đóng gói khá cẩn thận, nhưng srm lại không được bao bọc đầu nên mình hơi lo
Mới dùng lần đầu cũng không khô da lắm, nhưng cảm giác không thực sự sạch",1.0,,,2.0,,0.0,hàng đóng_gói khá cẩn_thận nhưng srm lại không được bao_bọc đầu nên mình hơi lo mới dùng lần đầu cũng không khô da lắm nhưng cảm_giác không thực_sự sạch
7500,sản phẩm dùng rất thích! có mùi hương dịu nhẹ! không gây khô da sau khi sử dụng mà giá cả hợp lí nữa!,2.0,2.0,,,,,sản_phẩm dùng rất thích có mùi hương dịu nhẹ không gây khô da sau khi sử_dụng mà giá_cả hợp_lí nữa
12738,đóng gói sản phẩm tốt mặc dù hộp có hơi mị móp một xíu nhưng không ảnh hưởng đến sản phẩm bên trong,2.0,,,0.0,,,đóng_gói sản_phẩm tốt mặc_dù hộp có hơi mị móp một xíu nhưng không ảnh_hưởng đến sản_phẩm bên trong
3899,đóng hàng nhanh hàng dùng nhiều rồi nên yên tâm vs shop,,,2.0,2.0,,,đóng hàng nhanh hàng dùng nhiều rồi nên yên_tâm vs shop
3567,chât luọng ok có tem chông hàng giả shop giao hàng nhanh cảm ơn shop nhiều ạ,2.0,,2.0,,,,chât luọng ok có tem chông hàng giả shop giao hàng nhanh cảm_ơn shop nhiều ạ
5452,"bao bì bình thường
hương thơm có
sản phẩm dùng tốt shop chú ý lần sau đóng gói cẩn thận hơn",1.0,1.0,,0.0,,1.0,bao_bì bình_thường hương thơm có sản_phẩm dùng tốt shop chú_ý lần sau đóng_gói cẩn_thận hơn
8022,đóng gói hàng cẩn thận gọn gàng chuẩn bị hàng nhanh giao hàng đầy đủ hài lòng với shop sẽ ủng hộ thêm khi cần,,,2.0,2.0,,2.0,đóng_gói hàng cẩn_thận gọn_gàng chuẩn_bị hàng nhanh giao hàng đầy_đủ hài_lòng với shop sẽ ủng_hộ thêm khi cần
13070,"đã nhận được hàng shop giao hàng rất nhanh mình mới đặt chiều qua mà nay đã nhận được hàng 
đóng gói cẩn thận mua trên shoppee mall nên mình khá yên tâm",,,2.0,2.0,,,đã nhận được hàng shop giao hàng rất nhanh mình mới đặt chiều_qua mà nay đã nhận được hàng đóng_gói cẩn_thận mua trên shoppee mall nên mình khá yên_tâm
11945,dùng xong mặt nhẹ và trắng sp ok lại còn dk tặng quà cảm ơn shop,2.0,,,,,2.0,du ng xong mă t nhe va tră ng sp ok la i co n dk tă ng qua ca m ơn shop
4270,đóng gói kĩshop uy tín nha mn mình mua ở đây nhiều lần lắm r ígiao hàng nhanh,,,2.0,2.0,,,đóng_gói kĩshop uy_tín nha mn mình mua ở đây nhiều lần lắm r ígiao hàng nhanh
8531,dùng ổn nha mình dùng đến tuýt thứ 2 rồinhma mùi tràm trà hơi hắcmình không rõ da mình là loại da j nữa nhma mình dùng hợptgian đầu có đẩy mụn á nha mn,1.0,,,,,,dùng ổn nha mình dùng đến tuýt thứ 2 rồinhma mùi tràm trà hơi hắcmình không rõ da mình là loại da j nữa nhma mình dùng hợptgian đầu có đẩy mụn á nha mn
4086,đóng gói kĩ càng mua live sale 2b srm được tặng bình tẩy trang quá hời kkk,,,,2.0,2.0,2.0,đóng_gói kĩ_càng mua live sale 2b srm được tặng bình tẩy_trang quá hời kkk
6663,đúng hàng giao hàng rất nhanhđợt trước mua rất vừa ý nên lại mua thêm 1 màu khác chất lượng rất là ok sẽ ủng hộ tiếp kích cỡ đúng cảm thấy rất ưng từ khâu đóng gói tới shipper đều rất nhiệt tình,2.0,,2.0,2.0,,,đúng hàng giao hàng rất nhanhđợt trước mua rất vừa_ý nên lại mua thêm 1 màu khác chất_lượng rất là ok sẽ ủng_hộ tiếp kích_cỡ đúng cảm_thấy rất ưng từ khâu đóng_gói tới shipper đều rất nhiệt_tình
12266,đóng gói kĩ giao nhanh đúng sản phẩm hàng chất lượng mua shop nhiều lần rồi,2.0,,2.0,2.0,,,đóng_gói kĩ giao nhanh đúng sản_phẩm hàng chất_lượng mua shop nhiều lần rồi
588,"Da mình là da hỗn hợp dầu, xài cetaphil khá là tốt, sau khi rửa xong thì da mặt khá ẩm và không bị khô, lành tính.",2.0,,,,,,da mình là da hỗn_hợp dầu xài cetaphil khá là tốt sau khi rửa xong thì da mặt khá ẩm và không bị khô lành_tính
3365,"Sản phẩm chứa hạt dễ làm tổn thương da mụn làm mụn nặng thêm, đồng thời có fragnance (hương liệu) gây kích ứng nên tốt nhất da mụn không đụng vào hàng này nhé!
Bây giờ mình dùng sản phẩm này để tẩy da chết body, mềm, mịn, trơn, láng rất thích,",1.0,,,,,0.0,sản_phẩm chứa hạt dễ làm tổn_thương da mụn làm mụn nặng thêm đồng_thời có fragnance hương_liệu gây kích_ứng nên tốt nhất da mụn không đụng vào hàng này nhé bây_giờ mình dùng sản_phẩm này để tẩy da chết body mềm mịn trơn láng rất thích
2670,dùng khá là thích được dịp sale mua giá khá là hời,2.0,,,,2.0,,dùng khá là thích được dịp sale mua giá khá là hời
5515,đóng gói cẩn thận chuẩn bị hàng nhanhrửa mặt sạch cấp ẩm tốt,2.0,,2.0,2.0,,,đóng_gói cẩn_thận chuẩn_bị hàng nhanhrửa mặt sạch cấp ẩm tốt
15032,đã mua lần 2 mk dùng lọ trước thấy khá sạch mùi thơm nhẹ dùng về cuối cx có lên mụn một chút nhưng mấy ngày sau sẽ hết nên mk vẫn thử dùng kiên trì xem có lên mụn nữa k,1.0,2.0,,,,,đã mua lần 2 mk dùng lọ trước thấy khá sạch mùi thơm nhẹ dùng về cuối cx có lên mụn một_chút nhưng mấy ngày sau sẽ hết nên mk vẫn thử dùng kiên_trì xem có lên mụn nữa k
13598,"Da mình vốn là da khô nên khi đọc thấy bảo ""Dạng kem (cream) giúp sữa rửa mặt không làm khô da như các dạng sữa rửa mặt thông thường khác."" nên mới mua thử nghiệm. Sau 3 tháng sử dụng thì mình có nhận xét như sau: đúng là bọt nhiều, mềm không gây khô rát mặt như các sữa rửa mặt cũ mình xài. Tuy nhiên thì cũng không hẳn là sản phẩm trị mụn chuyên nghiệp, mặt mình từ khi xài đến nay cũng có lúc có mụn đỏ ẩn dưới da chứ không hoàn toàn không mụn :((. Tuy vậy thì mình cũng hài lòng với sản phẩm này. Thương hiệu uy tín cộng với lúc mua đang đợt giảm giá có 185k à ^^ Mình có đặt mua thêm 1 chai nữa tặng con bạn thân nó cũng bảo là ổn.",2.0,,,,2.0,,da mình vốn là da khô nên khi đọc thấy bảo dạng kem cream giúp sữa rửa mặt không làm khô da như các dạng sữa rửa mặt thông_thường khác nên mới mua thử_nghiệm sau 3 tháng sử_dụng thì mình có nhận_xét như sau đúng là bọt nhiều mềm không gây khô rát_mặt như các sữa rửa mặt cũ mình xài tuy_nhiên thì cũng không hẳn là sản_phẩm trị mụn chuyên_nghiệp mặt mình từ khi xài đến nay cũng có lúc có mụn đỏ ẩn dưới da chứ không hoàn_toàn không mụn tuy_vậy thì mình cũng hài_lòng với sản_phẩm này thương_hiệu uy_tín cộng với lúc mua đang đợt giảm_giá có 185k à mình có đặt mua thêm 1 chai nữa tặng con bạn thân nó cũng bảo là ổn
