,Content,QUALITY,SMELL,SHIPPING,PACKING,PRICE,OTHERS
2648,tiki gói gọn gàng đẹp sẽ ủng hộ tiki nhiu hơn cho 5 sao,,,, Positive,,
2649,Cetaphil thì tốt khỏi bàn rồi... dịu nhẹ... sạch da... dùng xong thì cảm nhận được da rất sạch mà không bị khô...., Positive,,,,,
2650,"Dạng gel, sau khi rửa không bị khô rít, dịu nhẹ, tẩy trang sau đó rửa cùng với cọ sẽ sạch hơn. Tiki gói hàng cẩn thận", Neutral,,, Positive,,
2651,"Mình da mụn nên dùng loại này theo giơi thiệu, srm này dạng như gel ko mùi ko bọt, rửa rất mịn da, vì mới mua nên hiệu quả chưa biết..để dùng lâu thì sẽ review tiếp", Neutral,,,,,
2652,sản phẩm rất ưng xài nhiều lần rồi vẫn thích, Positive,,,,,
2653,sản phẩm tốt mình đang co thai và bị khô da từ lúc dung sữa nay ko con bị khô và dễ chịu thích hợp cho các mẹ bau nhé, Positive,,,,,
2654,"Phù hợp với những bạn da mụn, da nhạy cảm. Sau khi rửa mặt mình thấy da sạch vừa đủ, không bị nhờn rít và cũng không quá khô căng.", Positive,,,,,
2655,"mình thích sản phẩm như vậy, được bác sĩ da liễu khuyên dùng, mà da không bị căng như muốn rách. da mượt tự nhiên. likeeee ??", Positive,,,,,
2656,"giao hàng nhanh,đóng gói cẩn thận,mua hàng tiki cảm thấy an tâm hơn,Sẽ ủng hộ Tiki",,, Positive, Positive,,
2657,"Mình mua cho mẹ yêu nhà mình sài , mẹ nói rửa mặt xong da rất mềm Okkkk", Positive,,,,,
2658,Này mua cả năm rồi xài ko hết để hết hạn luôn. Ai da nhạy cảm thì dùng ok chứ cái chảo dầu trên mặt mình thì rửa 10 lần mới đủ, Neutral,,,,, Positive
2659,"srm có mùi thơm, chất gel sau khi sử dụng khiến da rất mịn và mềm, kết hợp tuyệt vời với máy rửa mặt làm sạch sâu đúng như những lời review", Positive, Positive,,,,
2660,Giao hàng nhanh hơn cả tikinow. Chọn tikitrading thì khỏi lo về sản phẩm,,, Positive,,, Positive
2661,"Hợp da nhạy cảm, recommended nhé. Nhỏ nhắn thích hợp mang đi chơi xa chơi gần chơi gì cũng được, túm lại dễ mang đi.", Positive,,,,, Positive
2662,"Sp giao đúng hẹn , đóng gói cẩn thận",,, Positive, Positive,,
2663,"Mình đã nhận được hàng, nhanh hơn dự kiến, mới dùng lần đầu cơ bản thấy ổn, để một thời gian nữa r quay lại nhận xét rõ hơn :)",,, Positive,,,
2664,"Dịu nhẹ, rửa ko hoàn toàn sạch nhưng mình nghĩ vậy sẽ tốt cho da hơn", Positive,,,,,
2665,giao hàng nhanh,,, Positive,,,
2666,Mình đặt có 1 srm với 1 mặt nạ senka mà giao thêm 1 srm senka nữa k biết có lộn không còn về chất lượng thì k phải bàn nữa, Positive,,,,, Neutral
2667,Mình dùng chai t3 rồi và sản phẩm nào của Cetaphil cũng phù hợp với da nhạy cảm như mình. Nên tẩy trang trước khi rửa mặt để sạch nhất!, Positive,,,,,
2668,"Loại sữa rửa mặt này khá dịu nhẹ, không gây kích ứng, nhưng bù lại khả năng ngăn ngừa mụn thì không được tốt lắm. Nếu da ít khuyết điểm thì thực sự nên dùng thử", Positive,,,,,
2669,"Ko có bọt, rửa xong thấy sạch, dễ chịu, sẽ xài lâu dài, giá kmai 110k", Positive,,,, Positive,
2670,"nhẹ nhàng, giữ ẩm da tốt. Da không tiết ra nhiều nhờn sau một thời gian sử dụng.", Positive,,,,,
2671,"khá nhỏ, có lót miếng chống va đập, chưa dùng thử, thiếu hóa đơn trong hộp",,,,,, Negative
2672,"Rửa rất nhẹ, rửa mà như không rửa luôn vbnjhbbmkkhujj",,,,,, Positive
2673,"tiki giao hàng nhanh, sữa rửa mặt sài thích lắm, rất dịu nhẹ", Positive,, Positive,,,
2674,srm dịu nhẹ, Positive,,,,,
2675,"Mua trên Tiki không cần lo lắng,anh giao hàng thì quá OK",,, Positive,,, Positive
2676,"Dùng tốt, không gây dị ứng, giá rẻ hơn ở ngoài", Positive,,,, Positive,
2677,"hàng chính hãng, date 07/2022 nên rất yên tâm. Giao hàng đúng giờ",,, Positive,,, Positive
2678,"Sản phẩm tốt và lành tính . Da đang bị dị ứng vẫn có thể sử dụng đc . Sau khi rửa thì da không bị quá khô , cảm giác thoáng mát và dễ chịu cực kì", Positive,,,,,
2679,"Giai hàng nhanh, đóng gói cẩn thận. Sữa rữa không có bọt, dành cho bạn nào da nhạy cảm nhé",,, Positive, Positive,, Positive
2680,Giao hàng nhanhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,,, Positive,,,
2681,"Sp dùng rất thích . Da mình có mụn dùng srm này đỡ hẳn . Không tạo bọt , k bị khô da", Positive,,,,,
2682,tốt lần sau ủng hộ shop tiếp,,,,,, Positive
2683,"Sản phẩm giai nhanh đubgs giờ, cobf nguyêb t nhãn,",,, Positive,,, Positive
2684,"Mình dùng đến lọ thứ 3 rồi , sp dùng thích lắm luôn, ko bị kích ứng da ???", Positive,,,,,
2685,"giao hàng nhanh, sản phẩm phải dùng mới đánh giá được.", Neutral,, Positive,,,
2686,"Srm dịu nhẹ, thích hợp với mọi loại da, đặc biệt là da nhạy cảm", Positive,,,,,
2687,"E srm này thì cưc kỳ cực kỳ lành tính, check mã đc, giao hàng nhanh.", Positive,, Positive,,,
2688,"sản phẩm dịu nhẹ, không hề kích ứng da, những hôm lười skincare mình đều chuyển sang dùng sản phẩm này.", Positive,,,,,
2689,Mua về sử dụng mới có 1 lần nhưng da mặt không bị dị ứng hay khô gì nên cho 5? (￣▽￣)/, Positive,,,,,
2690,"Hợp với da mình, sản phẩm tốt nhé mọi ngừoi", Positive,,,,,
2691,Thương hiệu cetaphil thì ko còn gì để nói. Về giao hàng. Đóng gói thì tiki chưa từng làm mình thất vọng. 1 like cho shipper, Positive,, Positive, Positive,,
2692,giao hàng nhanh,,, Positive,,,
2693,loại này dịu nhẹ và lành tính.sẽ mua tiếp, Positive,,,,,
2694,Dịu nhẹ an toàn cho da nhạy cảm, Positive,,,,,
2695,"Rất dịu nhẹ, ko bọt, rửa xong không có cảm giác khô da.", Positive,,,,,
2696,"Xài rất nhiều loại srm nhưng mình chỉ thích mỗi của centaphil thôi. Ko mùi, ko màu, ko tạo bọt. sạch nhờn cũng như bụi bẩn", Positive, Positive,,,,
2697,"Tiki giao hàng nhanh, thái độ của nhân viên giao hàng cực kì tốt. Hàng nhận đúng như hình. Sẽ tiếp tục ủng hộ TiKi.",,, Positive,,,
2698,Rất hài lòng về sản phẩm. Khi dùng hết mình sẽ mua lọ to để tiết kiệm chi phí., Positive,,,, Neutral,
2699,sp chất lượng đúng như quảng cáo, Positive,,,,,
2700,Hàng tốt nhưng giá hơi cao so mua ở cửa hàng phân phối trực tiếp của cetaphil, Positive,,,, Negative,
2701,"Sản phẩm rất tốt, không bị kích ứng da. Cực dịu nhẹ. Mình sài và thấy rất hợp, sẽ tiếp tục mua hàng", Positive,,,,,
2702,"cực kì hài lòng, giao hàng nhanh, đóng gói sản phẩn cẩn thận????", Positive,, Positive, Positive,,
2703,Vẫn luôn tin tưởng cà sử dụng sản phẩm rửa mặt ko tạo bọt này, Positive,,,,,
2704,Rửa mặt  da vẫn bình thường k bị căng như mấy loại khác, Positive,,,,,
2705,sp mình sd nhẹ. cực thích. giao hàng tiki now chua đầy 1 tiếng là tới r. cảm ơn tiki, Positive,, Positive,,,
2706,"Sữa khá nhẹ, không bọt nhưng rửa lại sạch mà không phải cảm giác ""sạch bong kin kít"". Nhìn chung là khá ưng và hợp nên lần sau sẽ mua chai to hơn.", Positive,,,,,
2707,Sp dùng rất thích. Rửa xong thấy da mướt và mềm hơn. Rất nhẹ nhàng cho da, Positive,,,,,
2708,sản phẩm tốt. rất thích hợp cho mấy bạn da dễ dị ứng., Positive,,,,,
2709,"Luôn hài lòng khi sử dụng sản phẩm của Cetaphil . Tiki giao hàng nhanh , đóng gói cẩn thận . Tôi rất hài lòng .",,, Positive, Positive,, Positive
2710,Dùng tốt ko khô da, Neutral,,,,,
2711,Giao hàng nhanh và đóng gói cẩn thận. ? thấy bảo t4 mới giao mà thật ra t2 đã có người gọi giao.,,, Positive, Positive,,
2712,"sửa rm cetaphil thì lành tính dùng cho da nhạy cảm hoàn toàn ổn, shop bán hàng uy tín chất lượng, sẽ mua lại", Positive,,,,,
2713,"Dùng ko bọt nhưng thoa xong là cảm giác mềm mềm và da có độ ẩm hẳn, rất thích", Positive,,,,,
2714,da hỗn hợp dùng tốt, Positive,,,,,
2715,"xịn xò lắm luôn áaa.siêu thích em này, sẽ ủng hộ tiếp nè~~??",,,,,, Positive
2716,"Hàng chất lượng, da nhạy cảm xài rất ưng luôn, mụn đỏ thấy giảm sưng hẳn", Positive,,,,,
2717,Sản phẩm tốt. Hàng chính hãng. Rửa mặt dịu nhẹ., Positive,,,,, Positive
2718,sản phẩm dùng tốt cho người da nhạy cảm. tôi đã dùng sản phẩm này được 1 năm. tiki giao hàng hơi chậm., Positive,, Negative,,,
2719,hành chính hãng sử dụng hiệu quả các bạn nên thử nha,,,,,, Positive
2720,Sản phẩm giao nhanh. Check mã vạch thì đúng nguồn gốc. Đóng gói cẩn thận. Cho nên chất lượng đảm bảo, Positive,, Positive, Positive,, Positive
2721,"sản phẩm chính hãng, tốt. mình dùng rất ưng và sẽ mua lại", Positive,,,,, Positive
2722,"cảm thấy hài lòng.... mụn k lên nhiều như trước
dù không có bọt nhiều nhưng rửa xong vẫn cảm thấy sạch sẽ", Positive,,,,,
2723,Sài ok :)) hôm sau mua size lớn, Positive,,,,,
2724,"cảm giác sạch sẽ nhưng k gây khô da, rất hợp với da nhạy cảm", Positive,,,,,
2725,Mình xài này là mấy chai rồi nên cực kì an tâm với chất lượng hàng bên tiki, Positive,,,,,
2726,"Sữa rửa mặt dịu nhẹ, rửa mặt xong da vẫn đủ ẩm k bị khô, rất thích hợp dùng vào buổi sáng.", Positive,,,,,
2727,Sd rất ưng ý không bị khô da, Positive,,,,,
2728,Giao hàng siêu nhanh,,, Positive,,,
2729,"dịu nhẹ, không gây rít nhờn, thích hợp với loại da nhạy cảm", Positive,,,,,
2730,"Mua cho cháu xài. chất lượng ok, tùy da, có thể có da xài sẽ hơi bị khô, có da ko", Positive,,,,,
2731,"Sản phẩm dành cho da nhạy cảm, nhưng khi dùng da mình lại bị nổi mụn, mẩn đỏ. Tình trạng da còn xấu hơn chưa dùng. Các bạn da quá nhạy cảm nên cẩn thận", Positive,,,,,
2732,"giao hàng cực nhanh  
chưa dùng thử nên chưa đánh giá dc chất lượng", Neutral,, Positive,,,
2733,Giảm nhờn hẵn từ lần đầu sử dụng. Mụn giảm sưng đỏ,,,,,, Positive
2734,"Hàng tốt , đóng gói cẩn thận , giao hàng rất nhanh . Cảm ơn Tiki nhiều !",,, Positive, Positive,,
2735,mình cực kỳ hài lòng vì nhân viên giao hàng nhanh chóng và rất thân thiện,,, Positive,,,
2736,Đóng gói kỷ lưởng. Giao hàng nhanh. Anh giao hàng rất thân thiện,,, Positive, Positive,,
2737,đóng gói cẩn thận. dùng quen loại này rồi nên thấy ổn,,,, Positive,,
2738,"Dịu nhẹ, cực kì thích hợp cho những bạn da dầu mụn, nhạy cảm", Positive,,,,,
2739,Đúng với mô tả nhưng chưa sử dụng. Để xem sp có tốt ko, Neutral,,,,,
2740,"Sản phẩm dùng tốt, giá khuyến mãi nên rẻ hơn ngoài tiệm. Hợp lý. Sẽ mua để dùng tiếp.", Positive,,,,,
2741,"Tiki giao hàng nhanh, srm dịu nhẹ dễ sử dụng ❤️", Positive,, Positive,,,
2742,"Sữa rửa mặt dùng tốt, không mùi, thích hợp với mọi loại do", Positive, Positive,,,,
2743,"dịu nhẹ, sạch", Positive,,,,,
2744,giao hàng nhanh,,, Positive,,,
2745,"Dùng rất tốt, đúng là thương hiệu mà các bác sĩ da liễu khuyên dùng",,,,,, Positive
2746,"Dịu nhẹ, phù hợp với da nhạy cảm, sau khi rửa cảm giác rất dễ chịu", Positive,,,,,
2747,"Nhân viên giao hàng nhanh và đóng gói cẩn thận.
125ml nhưng có thể dùng khoảng 2-3 tháng, dịu nhẹ cho da.",,, Positive,,, Positive
2748,"sp tốt, ship nhanh", Positive,, Positive,,,
2749,"sản phẩm dùng rất tốt, sẽ ủng hộ tiếp", Positive,,,,,
2750,"Minh thay kua o day cung tam tin tuong dc, giao nhanh, dong goi ky, thích nhat la ko mat tgian cong suc di mua",,, Positive, Positive,,
2751,Giao hàng nhanh sản phẩm nguyên vẹn .tốt ?,,, Positive,,, Positive
2752,"Sản phẩm có độ pH trung tính. Thích hợp cho các loại da, đặc biệt là da nhạy cảm. Rửa sạch sâu.", Neutral,,,,,
2753,"Sản phẩm dùng tốt, chính hãng.Đóng gói cẩn thận, bao bì sản phẩm mới. Sẽ mua lại nếu hết", Positive,,, Positive,, Positive
2754,Dùng cũng ổn đấy chứ da mình là da khô, Positive,,,,,
2755,"Giao hàng nhanh, đóng gói đẹp ,sản phẩm tốt",,, Positive, Positive,,
2756,"srm siêu nhẹ dịu và có độ pH chuẩn cho mọi loại da,  dù có 3 gốc paraben nhưng ở mức an toàn", Positive,,,,,
2757,"Chất lượng k phải bàn, dành cho da nhạy cảm oke lắm", Positive,,,,,
2758,"Chai thứ 5 rồi, ko có gì để thất vọng, dịu nhẹ vô cùng",, Positive,,,, Positive
2759,"giao hàng nhanh , đóng gói sản phẩm cẩn thận , sản phẩm rất ưng .sản phẩm hợp vs da nhạy cảm", Positive,, Positive, Positive,,
2760,"sản phẩm ổn, dùng không kích ứng da, dịu nhẹ.", Positive,,,,,
2761,Ok. Đúng là srm dịu nhẹ. Không mùi. Không kích ứng da, Positive, Positive,,,,
2762,"Mình mua loại 125ml, với nhu cầu làm sạch thông thường thì sữa rửa mặt này khá ổn, lành tính", Positive,,,,,
2763,"hàng tốt chất lượng, giao hàng nhanh nhiệt tình sẽ ủng hộ dài.", Positive,, Positive,,,
2764,Giao hàng nhanh sản phẩm chất lượng, Positive,, Positive,,,
2765,Sữa rửa mặt dịu nhẹ ko nhờn rít da, Positive,,,,,
2766,Cataphil dịu nhẹ sau khi rửa mặt xong da mịn ẩm không bị khô rát như sữa rửa mặt cũ mình dùng., Positive,,,,,
2767,"tiki giao hàng nhanh, đã dùng loại này rất lâu rồi, bây giờ quay lại. vẫn tốt như ngày nào.", Positive,, Positive,,,
2768,"Tiki giao hàng nhanh, sản phẩm sử dụng tốt. Rất hài lòng!", Positive,, Positive,,,
2769,Sài tốt da mặt mịn màng, Positive,,,,,
2770,giao hàng nhanh shipper nhiệt tình hàng không hư hỏng,,, Positive,,, Positive
2771,Giao hàng siêu nhanh. Đóng gói chắc chắn,,, Positive, Positive,,
2772,Sản phẩm rất dịu nhẹ nên sử dụng không bị kích ứng, Positive,,,,,
2773,"mình mua lần này là lần thứ 2, phải nói là tiki giao hàng nhanh, thanks tiki",,, Positive,,,
2774,Giao hàng nhanh sp giống như hình chất lượng tốt, Positive,, Positive,,, Positive
